,Bankrupt?,ROA(A)_before_interest_and_%_after_tax,Persistent_EPS_in_the_Last_Four_Seasons,Per_Share_Net_profit_before_tax_(Yuan_¥),Debt_ratio_%,Net_worth/Assets,Borrowing_dependency,Net_profit_before_tax/Paid-in_capital,Net_Income_to_Total_Assets,Net_Income_to_Stockholder's_Equity
26,0,0.563617531617968,0.224260187198639,0.17963395345334002,0.092057925446685,0.9079420745533149,0.37216691307878,0.17869693084985996,0.8129736441327758,0.841187894768005
27,0,0.5930549498473621,0.228420156944313,0.185960683889433,0.0360975904707198,0.9639024095292801,0.369875392264971,0.184986049317548,0.830176405307051,0.8418541816316941
28,0,0.5639446140427391,0.22057294128770003,0.17842886194170396,0.0895788614445083,0.910421138555492,0.37197119997852707,0.17749038534047198,0.8121002854895178,0.8411159928915
29,1,0.470235499345835,0.17783870662758802,0.13963997891089902,0.21960879160746102,0.7803912083925391,0.39259041386051396,0.13862453811929698,0.7504308392468729,0.8319760324087091
30,1,0.536033580462276,0.202514890800794,0.16554944641108701,0.228890165371708,0.7711098346282921,0.39652816143758507,0.164565266571148,0.787081562191271,0.8382585018274459
31,0,0.5444832097688621,0.211023919826038,0.169993221360247,0.20824137618284602,0.791758623817154,0.38402489023291,0.16899178040871699,0.79602266635259,0.840052354819015
32,0,0.5707043174880071,0.225394724402004,0.17925736235595396,0.116848565468452,0.883151434531548,0.375580149547176,0.17820677173667104,0.8141021444053,0.841431597677494
33,0,0.544755778456171,0.21820932211402103,0.17308126835881602,0.0623393899083955,0.937660610091604,0.370535225002964,0.17209109418595903,0.80292347799953,0.8404511014012981
34,0,0.550915830789359,0.21868204594875698,0.17360849589515698,0.124104362547994,0.875895637452006,0.37531397973083297,0.17265666239348498,0.8030657442962621,0.8406086317982719
35,0,0.5645442651548189,0.21357662853361103,0.17767567974693105,0.122622970644254,0.8773770293557459,0.376271296381209,0.176698589849936,0.811257383194871,0.8412521490010509
36,0,0.5163541212385521,0.209794837855725,0.164419673118927,0.13928107143936902,0.8607189285606309,0.37768825922703403,0.163471834703265,0.7843848788438471,0.8390288850087472
37,0,0.5413214129960751,0.21499480003781798,0.17172554040822502,0.14720198325120198,0.8527980167487981,0.37700829599873,0.170778975944499,0.797743521000021,0.8402057459044509
38,0,0.539467945922372,0.21537297910560602,0.170671085335543,0.0953834991081416,0.9046165008918579,0.37206178718493,0.16966292134831498,0.7981738975446129,0.840192796047555
39,0,0.548026602703881,0.212253001796351,0.171273631091361,0.0800858602654412,0.919914139734559,0.373058246455356,0.170311439559611,0.801371569744629,0.8403857574788081
40,0,0.5716310510248579,0.22161293372411803,0.183927091963546,0.118874142153158,0.8811258578468422,0.3744058709456629,0.18212804464218402,0.815731085142529,0.841573616502083
41,0,0.5626907980811159,0.220667486054647,0.17662122467424898,0.0690207697191402,0.9309792302808599,0.37273615861037,0.17568056707638902,0.811426300758598,0.8409785362465191
42,0,0.566888355865678,0.22548926916895104,0.18121563606236302,0.0866463101248602,0.9133536898751401,0.373331126435136,0.180265440012065,0.8135677602678371,0.8411974666640691
43,0,0.5758831225468821,0.22832561217736602,0.183023273329818,0.137981074462618,0.862018925537382,0.377794503481456,0.182022471910112,0.8162565919307271,0.84180224093936
44,0,0.553423462712604,0.22284201569443102,0.17752504330797603,0.0911509508117423,0.9088490491882579,0.371372877072043,0.17652514893296103,0.807572628836292,0.840820359712895
45,0,0.549007849978195,0.22057294128770003,0.17692249755215803,0.0942346645705475,0.9057653354294529,0.36963718146295005,0.17592941708770105,0.8066665376503008,0.8407705152930258
46,0,0.563508504143044,0.22284201569443102,0.182646682232432,0.0996765123802038,0.900323487619796,0.370670546632281,0.18165296734786202,0.813580403299354,0.8412745219474951
47,0,0.5633449629306589,0.225772903469793,0.181064999623409,0.141941530368534,0.8580584696314659,0.375735601666805,0.18012216273282602,0.8099000257936421,0.841281669746899
48,0,0.550534234627126,0.219532948851281,0.175340814943135,0.20110650905462998,0.7988934909453701,0.388924427902649,0.17436844883493,0.799841684452634,0.8405988907490991
49,0,0.559747056258177,0.21849295641486202,0.176093997137908,0.18466003567433603,0.815339964325664,0.38553915044857395,0.17515270341603198,0.8026379508123779,0.8408603186139592
50,0,0.5272023549934579,0.212442091330245,0.166754537922724,0.15421592042809198,0.8457840795719079,0.37809981591784997,0.16579443480883801,0.788125640198415,0.8392851317841479
51,0,0.5615460095944179,0.22388200813085002,0.180387135648113,0.0916044381292137,0.908395561870786,0.3720561953820661,0.17941331724606,0.8113288975240709,0.8410747661212871
52,0,0.5648713475795899,0.22161293372411803,0.17850418016118103,0.0518487166308915,0.9481512833691078,0.37113466627002095,0.17755071261594102,0.8128264292119258,0.840991944445713
53,0,0.559692542520715,0.22189656802495997,0.17835354372222603,0.0939021072044018,0.906097892795598,0.37195330620936207,0.177354648970666,0.809661362707912,0.840973026009749
54,1,0.516572176188399,0.20015127162711496,0.158017624463358,0.21035765033104603,0.7896423496689542,0.39238351715453296,0.15701681622803698,0.777094466430958,0.837052996383121
55,1,0.5388137810728301,0.20601304717783897,0.16795962943435996,0.23529945279197,0.76470054720803,0.40512499916122996,0.167310157605007,0.7919822449709009,0.8391622256584449
56,1,0.0571849105974705,0.0842393873499102,0.0674851246516532,0.32137134564803305,0.678628654351967,0.26203523730493,0.0724530578387754,0.525650952071236,1.0
57,1,0.46729175752289603,0.17500236361917404,0.14137229795887601,0.221452973365178,0.778547026634822,0.39178743096919394,0.14035140637960902,0.7465859969461469,0.8310815161462609
58,0,0.5443196685564761,0.21565661340644798,0.17089703999397501,0.202859993348853,0.797140006651147,0.3822444602009021,0.169836362265289,0.797585081424739,0.8402797531682259
59,0,0.5501526384648929,0.22095112035548803,0.176545906454771,0.14154850802672597,0.8584514919732751,0.37787167036098396,0.17460975793680703,0.8047055307493279,0.8408175330065509
60,0,0.533416921064108,0.21508934480476502,0.170972358213452,0.0416301357438704,0.95836986425613,0.36963718146295005,0.16998718045396302,0.797389746747958,0.840118267328821
61,0,0.518916266899259,0.218871135482651,0.164645627777359,0.122411343229434,0.877588656770566,0.3745322456903979,0.16369052107684198,0.7860426874626659,0.8392572025858779
62,0,0.547863061491496,0.21055119599130198,0.173683814114634,0.11621368322399199,0.8837863167760078,0.375580149547176,0.172664203302918,0.802978468940389,0.8405772574542479
63,0,0.552932839075447,0.21698024014370798,0.172177449725089,0.152099646279892,0.847900353720108,0.379104103712286,0.171140939597315,0.8028366235441742,0.8406960273850881
64,0,0.526766245093764,0.210645740758249,0.16743240189801903,0.158388003748828,0.841611996251172,0.37845433621944896,0.16670688485031301,0.790519359097307,0.839500563793149
65,0,0.5405582206716091,0.215751158173395,0.171800858627702,0.10055325452731499,0.8994467454726851,0.372762999264119,0.170786516853933,0.800033865258417,0.840327583466471
66,0,0.514500654164849,0.208849390186253,0.165248173533178,0.0857998004655803,0.9142001995344201,0.373364677252322,0.164278712012669,0.784318911816898,0.8392795044956609
67,0,0.553968600087222,0.22255838139359002,0.17790163440536302,0.113311364392176,0.8866886356078241,0.374562441425865,0.17684186712917604,0.808047122738062,0.840949757724991
68,0,0.54590056694287,0.21811477734707396,0.173156586578293,0.0654231036672008,0.9345768963327991,0.37254268223126397,0.172151421461428,0.8034443568039592,0.8404876180674641
69,0,0.549062363715656,0.220100217452964,0.17692249755215803,0.140006651147323,0.8599933488526771,0.3773930120357971,0.175944498906568,0.802988533075358,0.840659114768923
70,0,0.588148713475796,0.234943745863666,0.19108232281388898,0.10279045862684,0.89720954137316,0.37428620636436605,0.18999321318151,0.827984672530329,0.8423185623400459
71,0,0.569723070213694,0.225772903469793,0.182420727574,0.0820812044623152,0.917918795537685,0.370275765350058,0.18096674458939702,0.818485753462117,0.8414891014724579
72,0,0.5463911905800259,0.21981658315212302,0.17647058823529396,0.0984974453547782,0.901502554645222,0.36963718146295005,0.175529748887716,0.80504786637318,0.840673489284288
73,0,0.5806803314435239,0.236078283067032,0.19078104993598002,0.0941741995948846,0.9058258004051151,0.3709009289102921,0.189088304049468,0.8240622317417858,0.8419550215975942
74,0,0.566397732228522,0.227569254041789,0.18227009113504603,0.129032258064516,0.870967741935484,0.37407148113437505,0.181275921876178,0.81438278607138,0.841555086841885
75,0,0.5472634103794161,0.21858750118181,0.174738269187316,0.19666233334341102,0.803337666656589,0.388757792177291,0.173772716989669,0.798860819040515,0.840439916449661
76,0,0.5648168338421279,0.226907440673159,0.181290954281841,0.18206004172083298,0.817939958279167,0.38418257907368397,0.18029560364979996,0.8094260075671129,0.8416546990584709
77,0,0.5469908416921061,0.21688569537676103,0.171800858627702,0.15666475194243698,0.843335248057563,0.37816244410993,0.17044717592941697,0.7996867017710981,0.840407766068337
78,0,0.582315743567379,0.232485581923041,0.189877231302252,0.0893370015418569,0.9106629984581429,0.3713862973989171,0.18722569941935,0.825485714087738,0.842005284239925
79,0,0.563126907980811,0.223598373830008,0.17842886194170396,0.0400580463766363,0.959941953623364,0.37081146006446203,0.177437598974436,0.813768816821284,0.840999192346241
80,0,0.5634539904055821,0.22369291859695603,0.17993522633125,0.07186262357529401,0.928137376424706,0.37083382727592,0.17899856722720803,0.813607337088615,0.84112422563183
81,1,0.49274967291757504,0.19835492105512,0.156661896512766,0.185083290503976,0.8149167094960241,0.381058997993661,0.15569715707714402,0.7693180305171999,0.836765895748373
82,0,0.48708024422154406,0.21650751630897197,0.155607441440084,0.199232094809082,0.800767905190918,0.38050988295238203,0.154596184299827,0.766035222058461,0.8358344177233291
83,0,0.5415939816833839,0.21896568024959803,0.172252767944566,0.138918281585392,0.8610817184146079,0.37773523037109397,0.171020285046377,0.800260526913646,0.8404167338881579
84,0,0.534779764500654,0.215467523872554,0.17089703999397501,0.0487045378964235,0.951295462103576,0.36963718146295005,0.16990423045019198,0.798238385013351,0.8401677450395691
85,0,0.524204099433057,0.211118464592985,0.166151992166905,0.147020588324213,0.852979411675787,0.377844829707236,0.165138375688108,0.789635774877785,0.839459977146756
86,0,0.552060619276058,0.22085657558854102,0.176093997137908,0.130211325089942,0.869788674910058,0.376993757311282,0.175092376140563,0.80717608865725,0.8409694213843392
87,0,0.5417030091583079,0.21584570294034197,0.17074640355502,0.15968800072557998,0.84031199927442,0.38057139278389,0.16979111680868697,0.7980761429190141,0.840254094305762
88,0,0.537232882686437,0.211402098893826,0.17089703999397501,0.16110892765365697,0.8388910723463442,0.379165613543794,0.16985144408415698,0.7973695579375341,0.8401846755516179
89,0,0.529164849542085,0.21442753143613502,0.16878812984860997,0.11270671463554699,0.8872932853644531,0.373423950362684,0.167815398537064,0.7939996003290128,0.839894354906759
90,0,0.512047535979067,0.209983927389619,0.16554944641108701,0.0919369954953593,0.908063004504641,0.37350335396335793,0.16458788929945,0.783431473506795,0.8391971497626429
91,0,0.575937636284344,0.22889288077904898,0.18550877457256898,0.104181153067086,0.8958188469329141,0.37331658774768894,0.184435562928889,0.821700551892766,0.8418847190750541
92,0,0.563126907980811,0.22917651507989,0.17812758906379503,0.0592556761495903,0.94074432385041,0.37202599964659794,0.176917276223513,0.8138639086264878,0.841081810791101
93,0,0.5429568251199299,0.218871135482651,0.173683814114634,0.12528342957342,0.87471657042658,0.37537660792291405,0.172701907850087,0.8015316320611731,0.84048915138321
94,0,0.565961622328827,0.227096530207053,0.182496045793477,0.11068113795084199,0.8893188620491579,0.37460270240648796,0.181532312796923,0.8164876871354692,0.8415624173489941
95,0,0.5860226777147839,0.232485581923041,0.18686450252316003,0.0930253650572905,0.906974634942709,0.37092441448232205,0.18525752205715998,0.8278786722265621,0.8422026912548101
96,0,0.5328172699520279,0.21499480003781798,0.17157490396927,0.0478277957493122,0.9521722042506879,0.36963718146295005,0.170597994118091,0.7972573943561021,0.840112869630469
97,0,0.5707043174880071,0.224165642431691,0.184604955938842,0.0914532756900565,0.908546724309943,0.371438860345842,0.18279918558178102,0.8196586942947289,0.8416337072399591
98,0,0.5715220235499351,0.22955469414767898,0.18761768471793303,0.120778788886537,0.8792212111134631,0.373075021863949,0.186675213030692,0.8200553036628969,0.841928854834764
99,0,0.548190143916267,0.22369291859695603,0.176093997137908,0.19581582368413103,0.8041841763158691,0.388174007958254,0.17513008068773098,0.801809219155463,0.8408371683070992
100,0,0.5654164849542079,0.228609246478207,0.183927091963546,0.160987997702331,0.839012002297669,0.379728148911947,0.18298016740818898,0.8137092241628979,0.841840223192403
101,0,0.549607501090275,0.219343859317387,0.174135723431498,0.159325210871603,0.840674789128397,0.378279871970082,0.17242289420104098,0.8043068924741009,0.8408773460369499
102,0,0.5832969908416921,0.231351044719675,0.18761768471793303,0.0708044865011942,0.9291955134988059,0.370081170610379,0.185928662996757,0.826247034715016,0.8418915266276691
103,0,0.555276929786306,0.220100217452964,0.175868042479476,0.0921183904223478,0.907881609577652,0.37411509719671704,0.174707789759445,0.8070927875119691,0.8407916737654259
104,0,0.555494984736153,0.22180202325801301,0.177600361527454,0.0813858572421924,0.918614142757808,0.37138182395662606,0.17660055802729802,0.809635499107866,0.8409173815023621
105,1,0.562254688181422,0.22511109010116298,0.181516908940273,0.19176467031472003,0.80823532968528,0.3819693434999771,0.180544453661112,0.805041237350195,0.841229457874463
106,1,0.536905800261666,0.21461662097002898,0.170369812457634,0.19639024095292798,0.8036097590470721,0.38626272973922104,0.16936128497096803,0.7964832032700871,0.8401138338002511
107,0,0.582806367204535,0.23759099933818698,0.19055509527754802,0.134564803337667,0.865435196662333,0.37751603169881204,0.189638790438127,0.821649761949078,0.8422237041843821
108,0,0.591419537723506,0.25243452774888897,0.195300143104617,0.13166248450585,0.8683375154941501,0.376746599624678,0.194329236105874,0.8255187964199421,0.842508345895102
109,0,0.5315089402529439,0.208093032050676,0.16795962943435996,0.0936904797895819,0.906309520210418,0.37353019461710707,0.16694819395219102,0.794110529717376,0.8399154458414059
110,0,0.504524640209333,0.20109671929658698,0.156360623634857,0.14801826042265,0.85198173957735,0.374650791911122,0.15534273433376097,0.7776337777310971,0.838345053030638
111,0,0.54917139119058,0.22038385175380498,0.17406040521202099,0.11533694107688099,0.884663058923119,0.373875768034123,0.17310157605007198,0.8042148622877281,0.8406685879751881
112,0,0.5227322285215871,0.211496643660773,0.166980492581155,0.0273604014874384,0.9726395985125621,0.36963718146295005,0.16598295754467998,0.7910339637933421,0.839788159302916
113,0,0.534834278238116,0.216129337241184,0.170972358213452,0.0485533754572664,0.951446624542734,0.36963718146295005,0.170024885001131,0.7983682600501079,0.8401748852825071
114,0,0.582479284779765,0.23059468658409804,0.18573472923100098,0.0639114792756296,0.93608852072437,0.37172404229192296,0.18479752658170603,0.823788524043359,0.8416910774442491
115,0,0.5413759267335371,0.217074784910655,0.173759132334112,0.0611905553708015,0.938809444629198,0.36963718146295005,0.17281502149159197,0.80236152423755,0.840416164506973
116,0,0.570377235063236,0.21594024770728898,0.17925736235595396,0.141608973002388,0.8583910269976122,0.37651845406781304,0.178131362642335,0.812159514584672,0.841479536206679
117,0,0.5519515918011341,0.216696605842867,0.172102131505611,0.11077183541433601,0.8892281645856641,0.375334110221145,0.17107307141241201,0.801425261787773,0.840446457629498
118,0,0.546609245529874,0.21783114304623197,0.174135723431498,0.104362547994074,0.8956374520059259,0.3735011172422121,0.173124198778373,0.8027313349915101,0.840526610696461
119,0,0.410488443087658,0.18143140777157998,0.14468629961587698,0.13801130695044903,0.861988693049551,0.3765408212792701,0.143669406530428,0.7197035181497622,0.8334236525521371
120,0,0.532272132577409,0.20828212158457,0.16856217519017902,0.153701968134958,0.846298031865042,0.37801034707202,0.167589171254053,0.79239256019244,0.8396983844877951
121,0,0.504034016572176,0.20487850997447302,0.16072908036454,0.115609033467364,0.8843909665326359,0.37295759400379797,0.159716461805294,0.780554328902464,0.8388686767854509
122,0,0.5517880505887479,0.21877659071570396,0.174738269187316,0.0770323789944675,0.9229676210055329,0.371992448829412,0.17378025789910298,0.8063179641142181,0.8406916919729659
123,0,0.550534234627126,0.22104566512243498,0.17729908864954397,0.0925718777398192,0.9074281222601809,0.36974007063565395,0.17632908528768598,0.874451641180582,0.845345118511239
124,0,0.6078826864369821,0.22180202325801301,0.189877231302252,0.0886718868095655,0.911328113190435,0.373319942829408,0.18888469949475895,0.8346551609437959,0.8426069771236229
125,0,0.581879633667684,0.24723456556679602,0.187391730059501,0.13906944402454902,0.8609305559754509,0.377817989053487,0.186124726642033,0.820394362733179,0.842175751306732
126,0,0.594526820758831,0.241278245249125,0.189801913082775,0.12434622245064501,0.875653777549355,0.37635293670302794,0.18866601312118203,0.834540474201501,0.84312573126533
127,0,0.588475795900567,0.229081970312943,0.183625819085637,0.0831091090485836,0.9168908909514158,0.3723704547030421,0.182655908302541,0.826485765067952,0.842012823255511
128,0,0.579317488006978,0.23116195518578,0.18648791142577398,0.14490431417601402,0.855095685823986,0.37718276024809705,0.185528994796773,0.817782345414677,0.842020323591988
129,0,0.563835586567815,0.226623806372317,0.181667545379227,0.0867672400761859,0.9132327599238141,0.37074324006951703,0.180687730940351,0.81302246603021,0.841162365159335
130,0,0.597252507631923,0.23778008887208105,0.19409505159298002,0.11137648517096499,0.8886235148290351,0.37254268223126397,0.19316793605308802,0.831351885957167,0.842673715890355
131,0,0.527802006105539,0.212442091330245,0.16795962943435996,0.10744626175288001,0.8925537382471199,0.37367558149158003,0.166940653042757,0.7918519477523459,0.839741925683001
132,1,0.5203881378107279,0.20780939774983498,0.165022218874746,0.162046134776431,0.8379538652235691,0.377511558256521,0.164406907473041,0.784648939143662,0.838886549562351
133,0,0.586458787614479,0.243830953956698,0.19605332529939004,0.120174139129909,0.8798258608700908,0.37594809017565006,0.19510594977754298,0.824914279173241,0.842301738221274
134,0,0.57108591365024,0.237023730736504,0.19055509527754802,0.131118299724884,0.868881700275116,0.376643710451974,0.189601085890958,0.816293758663612,0.841732939927894
135,0,0.544864805931095,0.217074784910655,0.17270467726143,0.088490491882577,0.9115095081174229,0.372925161547185,0.17173667144257598,0.800562579411059,0.840346045765332
136,0,0.5345617095508071,0.212063912262456,0.169993221360247,0.15116243915711802,0.8488375608428821,0.37512050335172703,0.169006862227585,0.796094757257841,0.840054325013167
137,0,0.563726559092891,0.226718351139264,0.18016118098968104,0.14451129183420497,0.855488708165795,0.377072042551383,0.17918708996305,0.811876395563492,0.8414811271074
138,0,0.55805713039686,0.22104566512243498,0.17888077125856697,0.0632161320555068,0.9367838679444929,0.371028422015599,0.177950380815926,0.8114999596303871,0.8409596418618751
139,0,0.524912778020061,0.21130755412687902,0.16773367477592802,0.109562535901079,0.890437464098921,0.372737276970943,0.16672196666918,0.791668826237604,0.83972506232647
140,0,0.554404709986917,0.21991112791907003,0.178202907283272,0.0919369954953593,0.908063004504641,0.37331211430539707,0.17614056255184402,0.808565727590611,0.8408902828243942
141,0,0.595835150457915,0.24184551385080802,0.19545077954357198,0.0688393747921516,0.9311606252078479,0.36963718146295005,0.194472513385114,0.833022415765591,0.8422859333139351
142,0,0.494494112516354,0.204783965207526,0.15628530541538,0.201771623786921,0.7982283762130791,0.38378667943088896,0.156172234371465,0.7688744625532029,0.836133757686647
143,0,0.55124291321413,0.22028930698685797,0.17647058823529396,0.0791184206548357,0.920881579345164,0.3724565684671529,0.175484503431114,0.8065049999397059,0.840709771097254
144,0,0.550370693414741,0.22161293372411803,0.176545906454771,0.0877649121746228,0.9122350878253771,0.37175200130624503,0.175318603423573,0.8065985618964541,0.84074346054253
145,0,0.5354339293501961,0.21499480003781798,0.170068539579724,0.10617649726396,0.89382350273604,0.373610716578353,0.16906718950305402,0.79653325135259,0.8400826734629899
146,0,0.599978194505015,0.24279096152027999,0.194772915568276,0.110741602926505,0.889258397073495,0.37285023138880297,0.19300203604554697,0.8326469792309742,0.8427610165215021
147,0,0.557893589184474,0.20922756925404198,0.179407998794909,0.12147413610666001,0.87852586389334,0.37313093989259294,0.17814644446120198,0.810076812659505,0.841151451181981
148,0,0.56220017444396,0.224071097664744,0.17797695262483998,0.10227650633370598,0.8977234936662941,0.373696830342464,0.176992685317849,0.8122830645821499,0.8411989351765029
149,0,0.54355647623201,0.21802023258012698,0.173683814114634,0.0767905190918161,0.923209480908184,0.37036635255646005,0.17273207148782097,0.8128309444430452,0.841099637582348
150,0,0.5423026602703879,0.21461662097002898,0.171876176847179,0.0914835081778879,0.908516491822112,0.3735011172422121,0.170877007767137,0.8010332044875279,0.840382079008789
151,0,0.587494548626254,0.248558192304056,0.20433832944189198,0.12253227318076,0.87746772681924,0.37606663639637394,0.20342357288289004,0.8262537374116079,0.8424382510577672
152,0,0.543501962494549,0.21764205351233804,0.173005950139339,0.10823230643649699,0.8917676935635028,0.37431752046040706,0.171751753261443,0.800304954981253,0.840359019453028
153,0,0.576046663759267,0.22700198544010602,0.18385177374406897,0.0852253831967832,0.914774616803217,0.37202935472831705,0.182889676494985,0.8217421297527601,0.841723060201398
154,0,0.5761556912341911,0.230689231351045,0.18867213979061498,0.113795084197479,0.8862049158025209,0.37424930046546206,0.185280144785461,0.818215488563354,0.8417183761186451
155,0,0.580080680331444,0.233336484825565,0.188521503351661,0.0903044411524624,0.9096955588475379,0.37136952199032397,0.18760274489103398,0.82285438403409,0.841838630262902
156,0,0.5835695595290009,0.236078283067032,0.191910823228139,0.12026483659340302,0.8797351634065971,0.37278536647557603,0.190988613226755,0.8228735084210591,0.8421434629390471
157,0,0.546827300479721,0.219060225016545,0.174662950967839,0.104785802823714,0.8952141971762858,0.372130007179875,0.17369730789533203,0.8050854514440219,0.8406967670954859
158,1,0.520715220235499,0.209794837855725,0.16381712736310902,0.18973909363001504,0.810260906369985,0.382237750037465,0.16300429831837698,0.789399544942989,0.8392006981555981
159,0,0.615296554731792,0.264630802685071,0.221134292385328,0.102488133748526,0.8975118662514742,0.374248182104889,0.220209637282256,0.841615582546403,0.843282569804624
160,0,0.601831661578718,0.259619930036872,0.211719514950667,0.115276476101218,0.884723523898782,0.375062348601937,0.21080612321846,0.835514861461367,0.8430465232858672
161,0,0.5571849105974711,0.21537297910560602,0.17722377043006698,0.10279045862684,0.89720954137316,0.373731499520223,0.17590679435940001,0.809803966942273,0.841025615396759
162,0,0.501253815961622,0.20185307743216396,0.160051216389245,0.150648486863984,0.849351513136016,0.375009785655013,0.159075484503431,0.7776704056856941,0.8383181771067041
163,0,0.563072394243349,0.22955469414767898,0.18031181742863603,0.11911600205580901,0.8808839979441909,0.37494939418407797,0.179315285423422,0.814659310984457,0.8414924197754321
164,0,0.5658525948539029,0.224260187198639,0.182646682232432,0.0403603712549506,0.959639628745049,0.36963718146295005,0.18166804916673002,0.81648056802284,0.8411463980526
165,0,0.538268643698212,0.21660206107591898,0.17172554040822502,0.126976448891979,0.873023551108021,0.374763746328981,0.17073373048789697,0.7988721865576801,0.840277716744736
166,0,0.515645442651548,0.21045665122435503,0.166377946825337,0.0996462798923723,0.9003537201076279,0.37362078182350894,0.165847221174874,0.785955339073827,0.839340961924797
167,0,0.57849978194505,0.23229649238914601,0.188898094449047,0.0647882214227409,0.935211778577259,0.36963718146295005,0.187911922177815,0.8254347188189121,0.8417953016925369
168,0,0.547535979066725,0.21896568024959803,0.172855313700384,0.151253136620612,0.848746863379388,0.37724538844017796,0.171895030540683,0.802340880893006,0.8406453347739591
169,0,0.559201918883559,0.22322019476222002,0.17827822550274902,0.0685672824016688,0.931432717598331,0.37158536558088795,0.17721137169142603,0.8120642164933699,0.8410153354862909
